promptKey,temperature,timesteps,rewards,leftActions,rightActions,randomActions,DateTime
zero_shot_prompt,0.1,9,9.0,9,0,0,2024-04-17 12:52:20.942435
zero_shot_prompt,0.1,10,10.0,10,0,0,2024-04-17 12:52:23.904031
zero_shot_prompt,0.1,11,11.0,11,0,0,2024-04-17 12:52:27.151828
zero_shot_prompt,0.1,9,9.0,9,0,0,2024-04-17 12:52:29.813848
zero_shot_prompt,0.1,10,10.0,10,0,0,2024-04-17 12:52:32.776516
zero_shot_prompt,0.1,9,9.0,9,0,0,2024-04-17 12:52:35.428946
zero_shot_prompt,0.1,10,10.0,10,0,0,2024-04-17 12:52:38.388502
zero_shot_prompt,0.1,8,8.0,8,0,0,2024-04-17 12:52:40.754464
zero_shot_prompt,0.1,10,10.0,10,0,0,2024-04-17 12:52:43.715431
zero_shot_prompt,0.4,8,8.0,7,0,1,2024-04-17 12:52:46.481294
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:52:49.136830
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:52:51.797936
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:52:54.756521
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:52:57.816559
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:53:00.772295
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:53:03.863456
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:53:06.824292
zero_shot_prompt,0.4,8,8.0,8,0,0,2024-04-17 12:53:09.187362
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:53:12.142096
zero_shot_prompt,0.4,8,8.0,8,0,0,2024-04-17 12:53:14.509050
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:53:17.569778
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:53:20.521185
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:53:23.179168
zero_shot_prompt,0.4,9,9.0,7,0,2,2024-04-17 12:53:26.639380
zero_shot_prompt,0.4,8,8.0,8,0,0,2024-04-17 12:53:29.004728
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:53:31.959508
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:53:34.914112
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:53:37.964263
zero_shot_prompt,0.4,11,11.0,10,0,1,2024-04-17 12:53:41.629993
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:53:44.591911
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:53:47.549369
zero_shot_prompt,0.4,11,11.0,10,0,1,2024-04-17 12:53:51.202693
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:53:54.163293
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:53:56.829834
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:53:59.493224
zero_shot_prompt,0.4,8,8.0,7,0,1,2024-04-17 12:54:02.259568
zero_shot_prompt,0.4,10,10.0,9,0,1,2024-04-17 12:54:05.630513
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:54:08.691760
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:54:11.759280
zero_shot_prompt,0.4,8,8.0,8,0,0,2024-04-17 12:54:14.128184
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:54:16.793891
zero_shot_prompt,0.4,8,8.0,6,0,2,2024-04-17 12:54:19.957376
zero_shot_prompt,0.4,10,10.0,9,0,1,2024-04-17 12:54:23.304820
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:54:26.265509
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:54:29.343359
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:54:32.012473
zero_shot_prompt,0.4,8,8.0,8,0,0,2024-04-17 12:54:34.380649
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:54:37.448164
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:54:40.111336
zero_shot_prompt,0.4,10,10.0,9,0,1,2024-04-17 12:54:43.467638
zero_shot_prompt,0.4,10,10.0,9,0,1,2024-04-17 12:54:46.834940
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:54:49.907968
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:54:52.970963
zero_shot_prompt,0.4,9,9.0,8,1,0,2024-04-17 12:54:56.036069
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:54:58.997908
zero_shot_prompt,0.4,8,8.0,8,0,0,2024-04-17 12:55:01.359647
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:55:04.033547
zero_shot_prompt,0.4,9,9.0,6,0,3,2024-04-17 12:55:07.900072
zero_shot_prompt,0.4,10,10.0,9,0,1,2024-04-17 12:55:11.248724
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:55:14.219307
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:55:17.299018
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:55:19.968769
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:55:22.628339
zero_shot_prompt,0.4,10,10.0,9,0,1,2024-04-17 12:55:25.989645
zero_shot_prompt,0.4,9,9.0,7,0,2,2024-04-17 12:55:29.472670
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:55:32.553821
zero_shot_prompt,0.4,8,8.0,6,0,2,2024-04-17 12:55:35.743620
zero_shot_prompt,0.4,11,11.0,11,0,0,2024-04-17 12:55:39.007383
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:55:42.067879
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:55:44.740680
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:55:47.814915
zero_shot_prompt,0.4,10,10.0,8,1,1,2024-04-17 12:55:51.580611
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:55:54.543842
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:55:57.211778
zero_shot_prompt,0.4,11,11.0,10,0,1,2024-04-17 12:56:00.880587
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:56:03.965849
zero_shot_prompt,0.4,10,10.0,9,0,1,2024-04-17 12:56:07.328661
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:56:10.297464
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:56:12.960786
zero_shot_prompt,0.4,10,10.0,9,0,1,2024-04-17 12:56:16.388184
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:56:19.352930
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:56:22.018532
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:56:25.073195
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:56:28.142734
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:56:31.201080
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:56:33.862267
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:56:36.530793
zero_shot_prompt,0.4,10,10.0,9,0,1,2024-04-17 12:56:39.908689
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:56:42.861386
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:56:45.924731
zero_shot_prompt,0.4,8,8.0,7,0,1,2024-04-17 12:56:48.698102
zero_shot_prompt,0.4,10,10.0,9,0,1,2024-04-17 12:56:52.098380
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:56:55.191664
zero_shot_prompt,0.4,10,10.0,9,0,1,2024-04-17 12:56:58.553109
zero_shot_prompt,0.4,10,10.0,9,0,1,2024-04-17 12:57:01.922046
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:57:04.891981
zero_shot_prompt,0.4,8,8.0,8,0,0,2024-04-17 12:57:07.264330
zero_shot_prompt,0.4,8,8.0,8,0,0,2024-04-17 12:57:09.631158
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:57:12.591150
zero_shot_prompt,0.4,9,9.0,7,0,2,2024-04-17 12:57:16.067660
zero_shot_prompt,0.4,10,10.0,10,0,0,2024-04-17 12:57:19.033778
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:57:21.693304
zero_shot_prompt,0.4,10,10.0,9,0,1,2024-04-17 12:57:25.049929
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:57:27.725129
zero_shot_prompt,0.4,10,10.0,9,0,1,2024-04-17 12:57:31.083907
zero_shot_prompt,0.4,9,9.0,8,0,1,2024-04-17 12:57:34.153706
zero_shot_prompt,0.4,8,8.0,7,0,1,2024-04-17 12:57:36.925357
zero_shot_prompt,0.4,10,10.0,8,0,2,2024-04-17 12:57:40.715366
zero_shot_prompt,0.4,9,9.0,9,0,0,2024-04-17 12:57:43.386627
zero_shot_prompt,0.7,10,10.0,10,0,0,2024-04-17 12:57:46.341021
zero_shot_prompt,0.7,9,9.0,5,0,4,2024-04-17 12:57:50.656477
zero_shot_prompt,0.7,9,9.0,7,0,2,2024-04-17 12:57:54.115076
zero_shot_prompt,0.7,10,10.0,10,0,0,2024-04-17 12:57:57.075995
zero_shot_prompt,0.7,10,10.0,9,0,1,2024-04-17 12:58:00.439982
zero_shot_prompt,0.7,10,10.0,7,0,3,2024-04-17 12:58:04.685151
zero_shot_prompt,0.7,10,10.0,10,0,0,2024-04-17 12:58:07.641126
zero_shot_prompt,0.7,9,9.0,7,0,2,2024-04-17 12:58:11.106439
zero_shot_prompt,0.7,10,10.0,9,0,1,2024-04-17 12:58:14.466293
zero_shot_prompt,0.7,10,10.0,10,0,0,2024-04-17 12:58:17.428569
zero_shot_prompt,0.7,10,10.0,8,0,2,2024-04-17 12:58:21.175725
zero_shot_prompt,0.7,8,8.0,5,0,3,2024-04-17 12:58:24.753651
zero_shot_prompt,0.7,10,10.0,9,0,1,2024-04-17 12:58:28.139441
zero_shot_prompt,0.7,9,9.0,7,0,2,2024-04-17 12:58:31.593648
zero_shot_prompt,0.7,9,9.0,9,0,0,2024-04-17 12:58:34.263151
zero_shot_prompt,0.7,10,10.0,9,0,1,2024-04-17 12:58:37.626316
zero_shot_prompt,0.7,9,9.0,6,0,3,2024-04-17 12:58:41.509675
zero_shot_prompt,0.7,10,10.0,10,0,0,2024-04-17 12:58:44.460945
zero_shot_prompt,0.7,11,11.0,8,1,2,2024-04-17 12:58:48.940775
zero_shot_prompt,0.7,9,9.0,7,0,2,2024-04-17 12:58:52.429923
zero_shot_prompt,0.7,8,8.0,6,0,2,2024-04-17 12:58:55.606658
zero_shot_prompt,0.7,11,11.0,11,0,0,2024-04-17 12:58:58.852041
zero_shot_prompt,0.7,9,9.0,8,0,1,2024-04-17 12:59:02.342270
zero_shot_prompt,0.7,10,10.0,10,0,0,2024-04-17 12:59:05.307512
zero_shot_prompt,0.7,9,9.0,5,0,4,2024-04-17 12:59:09.571866
zero_shot_prompt,0.7,8,8.0,6,0,2,2024-04-17 12:59:12.736371
zero_shot_prompt,0.7,9,9.0,9,0,0,2024-04-17 12:59:15.407027
zero_shot_prompt,0.7,10,10.0,8,0,2,2024-04-17 12:59:19.162664
zero_shot_prompt,0.7,8,8.0,7,0,1,2024-04-17 12:59:21.926363
zero_shot_prompt,0.7,10,10.0,9,0,1,2024-04-17 12:59:25.296615
zero_shot_prompt,0.7,11,11.0,9,0,2,2024-04-17 12:59:29.341456
zero_shot_prompt,0.7,9,9.0,8,0,1,2024-04-17 12:59:32.400386
zero_shot_prompt,0.7,8,8.0,8,0,0,2024-04-17 12:59:34.766775
zero_shot_prompt,0.7,8,8.0,7,0,1,2024-04-17 12:59:37.535590
zero_shot_prompt,0.7,8,8.0,7,0,1,2024-04-17 12:59:40.316478
zero_shot_prompt,0.7,9,9.0,8,0,1,2024-04-17 12:59:43.375317
zero_shot_prompt,0.7,8,8.0,6,0,2,2024-04-17 12:59:46.562250
zero_shot_prompt,0.7,10,10.0,7,0,3,2024-04-17 12:59:50.760231
zero_shot_prompt,0.7,8,8.0,7,0,1,2024-04-17 12:59:53.528524
zero_shot_prompt,0.7,9,9.0,9,0,0,2024-04-17 12:59:56.185777
zero_shot_prompt,0.7,10,10.0,9,0,1,2024-04-17 12:59:59.542989
zero_shot_prompt,0.7,8,8.0,6,0,2,2024-04-17 13:00:02.769095
zero_shot_prompt,0.7,10,10.0,9,0,1,2024-04-17 13:00:06.124621
zero_shot_prompt,0.7,10,10.0,9,0,1,2024-04-17 13:00:09.475114
zero_shot_prompt,0.7,10,10.0,9,0,1,2024-04-17 13:00:12.841590
zero_shot_prompt,0.7,8,8.0,4,0,4,2024-04-17 13:00:16.851936
zero_shot_prompt,0.7,8,8.0,5,0,3,2024-04-17 13:00:20.451284
zero_shot_prompt,0.7,9,9.0,6,0,3,2024-04-17 13:00:24.318479
zero_shot_prompt,0.7,8,8.0,5,0,3,2024-04-17 13:00:27.937866
zero_shot_prompt,0.7,11,11.0,10,0,1,2024-04-17 13:00:31.593803
zero_shot_prompt,0.7,10,10.0,10,0,0,2024-04-17 13:00:34.556217
zero_shot_prompt,0.7,9,9.0,7,0,2,2024-04-17 13:00:38.030258
zero_shot_prompt,0.7,10,10.0,9,0,1,2024-04-17 13:00:41.382895
zero_shot_prompt,0.7,9,9.0,8,0,1,2024-04-17 13:00:44.455879
zero_shot_prompt,0.7,8,8.0,6,0,2,2024-04-17 13:00:47.630092
zero_shot_prompt,0.7,10,10.0,9,0,1,2024-04-17 13:00:50.999401
zero_shot_prompt,0.7,10,10.0,10,0,0,2024-04-17 13:00:53.958035
zero_shot_prompt,0.7,9,9.0,8,0,1,2024-04-17 13:00:57.007279
zero_shot_prompt,0.7,9,9.0,8,0,1,2024-04-17 13:01:00.079314
zero_shot_prompt,0.7,11,11.0,10,0,1,2024-04-17 13:01:03.770357
zero_shot_prompt,0.7,9,9.0,9,0,0,2024-04-17 13:01:06.436473
zero_shot_prompt,0.7,10,10.0,9,0,1,2024-04-17 13:01:09.791876
zero_shot_prompt,0.7,10,10.0,9,0,1,2024-04-17 13:01:13.164716
zero_shot_prompt,0.7,10,10.0,8,0,2,2024-04-17 13:01:16.922996
zero_shot_prompt,0.7,11,11.0,10,1,0,2024-04-17 13:01:20.573992
zero_shot_prompt,0.7,10,10.0,8,0,2,2024-04-17 13:01:24.354867
zero_shot_prompt,0.7,8,8.0,7,0,1,2024-04-17 13:01:27.174803
zero_shot_prompt,0.7,9,9.0,7,0,2,2024-04-17 13:01:30.644189
zero_shot_prompt,0.7,9,9.0,8,0,1,2024-04-17 13:01:33.716708
zero_shot_prompt,0.7,9,9.0,6,0,3,2024-04-17 13:01:37.609481
zero_shot_prompt,0.7,10,10.0,9,0,1,2024-04-17 13:01:40.977572
zero_shot_prompt,0.7,10,10.0,8,0,2,2024-04-17 13:01:44.731992
zero_shot_prompt,0.7,10,10.0,9,0,1,2024-04-17 13:01:48.094864
zero_shot_prompt,0.7,9,9.0,8,0,1,2024-04-17 13:01:51.168388
zero_shot_prompt,0.7,9,9.0,8,0,1,2024-04-17 13:01:54.234954
zero_shot_prompt,0.7,11,11.0,7,0,4,2024-04-17 13:01:59.083002
zero_shot_prompt,0.7,9,9.0,5,0,4,2024-04-17 13:02:03.395947
zero_shot_prompt,0.7,8,8.0,5,0,3,2024-04-17 13:02:06.960791
zero_shot_prompt,0.7,8,8.0,5,0,3,2024-04-17 13:02:10.531072
zero_shot_prompt,0.7,9,9.0,6,0,3,2024-04-17 13:02:14.438888
zero_shot_prompt,0.7,9,9.0,7,0,2,2024-04-17 13:02:17.915262
zero_shot_prompt,0.7,11,11.0,9,1,1,2024-04-17 13:02:21.975276
zero_shot_prompt,0.7,10,10.0,8,0,2,2024-04-17 13:02:25.784208
zero_shot_prompt,0.7,10,10.0,9,0,1,2024-04-17 13:02:29.141815
zero_shot_prompt,0.7,10,10.0,8,0,2,2024-04-17 13:02:32.905047
zero_shot_prompt,0.7,9,9.0,7,0,2,2024-04-17 13:02:36.388898
zero_shot_prompt,0.7,8,8.0,8,0,0,2024-04-17 13:02:38.765945
zero_shot_prompt,0.7,9,9.0,6,0,3,2024-04-17 13:02:42.633653
zero_shot_prompt,0.7,10,10.0,6,0,4,2024-04-17 13:02:47.228390
zero_shot_prompt,0.7,9,9.0,7,0,2,2024-04-17 13:02:50.711156
zero_shot_prompt,0.7,9,9.0,9,0,0,2024-04-17 13:02:53.377220
zero_shot_prompt,0.7,11,11.0,10,0,1,2024-04-17 13:02:57.043484
zero_shot_prompt,0.7,8,8.0,8,0,0,2024-04-17 13:02:59.415846
zero_shot_prompt,0.7,10,10.0,8,0,2,2024-04-17 13:03:03.218965
zero_shot_prompt,0.7,9,9.0,7,0,2,2024-04-17 13:03:06.705585
zero_shot_prompt,0.7,10,10.0,10,0,0,2024-04-17 13:03:09.661344
zero_shot_prompt,0.7,10,10.0,7,0,3,2024-04-17 13:03:13.829090
zero_shot_prompt,0.7,9,9.0,9,0,0,2024-04-17 13:03:16.491615
zero_shot_prompt,0.7,10,10.0,7,0,3,2024-04-17 13:03:20.656082
zero_shot_prompt,0.7,10,10.0,9,0,1,2024-04-17 13:03:24.042103
zero_shot_prompt,1,9,9.0,7,0,2,2024-04-17 13:03:27.512264
zero_shot_prompt,1,9,9.0,8,0,1,2024-04-17 13:03:30.576498
zero_shot_prompt,1,9,9.0,5,0,4,2024-04-17 13:03:34.865921
zero_shot_prompt,1,10,10.0,9,0,1,2024-04-17 13:03:38.230975
zero_shot_prompt,1,10,10.0,9,0,1,2024-04-17 13:03:41.596318
zero_shot_prompt,1,10,10.0,9,0,1,2024-04-17 13:03:44.945702
zero_shot_prompt,1,8,8.0,7,0,1,2024-04-17 13:03:47.740459
zero_shot_prompt,1,10,10.0,8,0,2,2024-04-17 13:03:51.882235
zero_shot_prompt,1,10,10.0,7,0,3,2024-04-17 13:03:56.078991
zero_shot_prompt,1,10,10.0,7,0,3,2024-04-17 13:04:00.313226
zero_shot_prompt,1,9,9.0,7,0,2,2024-04-17 13:04:03.785733
zero_shot_prompt,1,8,8.0,7,0,1,2024-04-17 13:04:06.559095
zero_shot_prompt,1,9,9.0,9,0,0,2024-04-17 13:04:09.224556
zero_shot_prompt,1,10,10.0,10,0,0,2024-04-17 13:04:12.191187
zero_shot_prompt,1,10,10.0,9,0,1,2024-04-17 13:04:15.553662
zero_shot_prompt,1,10,10.0,9,0,1,2024-04-17 13:04:18.915772
zero_shot_prompt,1,9,9.0,8,0,1,2024-04-17 13:04:21.974823
zero_shot_prompt,1,9,9.0,7,0,2,2024-04-17 13:04:25.537599
zero_shot_prompt,1,10,10.0,9,0,1,2024-04-17 13:04:28.888599
zero_shot_prompt,1,8,8.0,5,0,3,2024-04-17 13:04:32.465766
zero_shot_prompt,1,10,10.0,8,1,1,2024-04-17 13:04:36.236103
zero_shot_prompt,1,10,10.0,8,0,2,2024-04-17 13:04:39.993220
zero_shot_prompt,1,11,11.0,8,0,3,2024-04-17 13:04:44.422879
zero_shot_prompt,1,10,10.0,7,1,2,2024-04-17 13:04:48.632903
zero_shot_prompt,1,10,10.0,7,0,3,2024-04-17 13:04:52.798651
zero_shot_prompt,1,9,9.0,6,0,3,2024-04-17 13:04:56.654596
zero_shot_prompt,1,9,9.0,5,0,4,2024-04-17 13:05:00.965374
zero_shot_prompt,1,9,9.0,7,0,2,2024-04-17 13:05:04.456603
zero_shot_prompt,1,11,11.0,9,0,2,2024-04-17 13:05:08.511344
zero_shot_prompt,1,9,9.0,7,0,2,2024-04-17 13:05:12.014832
zero_shot_prompt,1,8,8.0,2,0,6,2024-04-17 13:05:16.767644
zero_shot_prompt,1,8,8.0,5,0,3,2024-04-17 13:05:20.348182
zero_shot_prompt,1,11,11.0,8,1,2,2024-04-17 13:05:24.884123
